;spell;feels_bad_man;feels_bad_man
254;{'name': 'Sticky Napalm', 'description': ''Drenches an area in sticky oil, amplifying damage from Batrider's attacks and abilities and slowing the movement speed and turn rate of enemies in the area.  Additional casts of Sticky Napalm continue to increase damage, up to 10 stacks.  The extra damage is halved against creeps.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 375 / 375 / 375 / 375'}, {'name': 'DURATION', 'value': '8 / 8 / 8 / 8'}, {'name': 'MOVEMENT SLOW', 'value': '2% / 4% / 6% / 8%'}, {'name': 'TURN RATE SLOW', 'value': '70% / 70% / 70% / 70%'}, , ]};2;{'name': 'COOLDOWN', 'value': '3'};{'name': 'MANA COST', 'value': '20/20/20/20'}
255;{'name': 'Flamebreak', 'description': 'Hurls an explosive cocktail that explodes when it reaches the target location, knocking back, and dealing damage over time to enemies in the area.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0IMPACT DAMAGE: 50 / 75 / 100 / 125'}, {'name': 'DAMAGE PER SECOND', 'value': '20'}, {'name': 'TOTAL DAMAGE', 'value': '100 / 150 / 210 / 280'}, {'name': 'RADIUS', 'value': '500'}, , ]};2;{'name': 'COOLDOWN', 'value': '18/17/16/15'};{'name': 'MANA COST', 'value': '110/120/130/140'}
256;{'name': 'Firefly', 'description': 'Batrider takes to the skies, laying down a trail of flames from the air.  The fire damages any enemies it touches, and destroys trees below Batrider.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE PER SECOND: 10 / 30 / 50 / 70'}, {'name': 'MOVEMENT SPEED', 'value': '5% / 10% / 15% / 20%'}, {'name': 'RADIUS', 'value': '200 / 200 / 200 / 200'}, {'name': 'BONUS VISION', 'value': '200 / 400 / 600 / 800'}, , ]};3;{'name': 'COOLDOWN', 'value': '40/38/36/34'};{'name': 'MANA COST', 'value': '125'}
257;{'name': 'Flaming Lasso', 'description': ''Lassoes an enemy and drags them in Batrider's wake.  Victims cannot be dragged over impassable terrain. Dragged units cannot move, attack, or use abilities.  Teleporting or blinking will break the lasso.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 3 / 3.5 / 4'}, {'name': 'DAMAGE PER SECOND', 'value': '20 / 40 / 60'}, , ]};4;{'name': 'COOLDOWN', 'value': '100/90/80'};{'name': 'MANA COST', 'value': '225'}
258;{'name': 'Penitence', 'description': 'Forces an enemy unit to move slower and for allies to attack it more quickly.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 5 / 6 / 7 / 8'}, {'name': 'MOVEMENT SLOW', 'value': '18% / 24% / 30% / 36%'}, {'name': 'BONUS ATTACK SPEED', 'value': '30 / 60 / 90 / 120'}, , ]};4;{'name': 'COOLDOWN', 'value': '14/13/12/11'};{'name': 'MANA COST', 'value': '70/80/90/100'}
259;{'name': 'Holy Persuasion', 'description': ''Chen takes control of an enemy or neutral creep. If the persuaded creep's base health is naturally below the health minimum, its base health will be raised to the health minimum. Converted creeps will have increased movement speed and bonus damage.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CREEP MAX LEVEL: 3 / 4 / 5 / 6'}, {'name': 'MOVE SPEED BONUS', 'value': '10 / 15 / 20 / 25'}, , ]};4;{'name': 'COOLDOWN', 'value': '15'};{'name': 'MANA COST', 'value': '90/110/130/150'}
260;{'name': 'Divine Favor', 'description': 'Passively provides an aura that grants increased health regeneration and amplifies all health restore by a percentage.\r\n\r\nCan be cast on allies to teleport them to Chen. If cast on Chen, all units controlled by Chen will be teleported to him. Taking damage will dispel the buff.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HEAL INCREASE: 6% / 10% / 14% / 18%'}, {'name': 'REGEN PER SEC', 'value': '2 / 3 / 4 / 5'}, {'name': 'TELEPORT DELAY', 'value': '6'}, , ]};4;{'name': 'COOLDOWN', 'value': '140/120/100/80'};{'name': 'MANA COST', 'value': '130'}
261;{'name': 'Hand of God', 'description': ''Heals all allied heroes on the map as well as all units under Chen's control.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, , ]};3;{'name': 'COOLDOWN', 'value': '160/140/120'};{'name': 'MANA COST', 'value': '250/350/450'}
262;{'name': 'Spectral Dagger', 'description': 'Spectre flings a dagger to draw a Shadow Path, dealing damage and slowing the movement speed of any enemies along the trail. Units hit by the dagger also trail a Shadow Path. While treading the path, Spectre phases through otherwise impassable terrain.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE: 90 / 140 / 190 / 240'}, {'name': 'DURATION', 'value': '7 / 7 / 7 / 7'}, , ]};10;{'name': 'COOLDOWN', 'value': '16'};{'name': 'MANA COST', 'value': '100/120/140/160'}
263;{'name': 'Desolate', 'description': 'Deals bonus damage whenever Spectre attacks an enemy that does not have any allied units within a 500 radius around them. Reduces the enemy vision for 5 seconds.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 500'}, {'name': 'VISION REDUCTION', 'value': '40% / 50% / 60% / 70%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
264;{'name': 'Dispersion', 'description': 'Damage done to Spectre is reflected on her enemies, leaving her unharmed. The effect lessens with distance.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MIN RADIUS: 300 / 300 / 300 / 300'}, {'name': 'MAX RADIUS', 'value': '700'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
265;{'name': 'Haunt', 'description': 'Creates a spectral nemesis to attack each enemy hero after a short delay. At any moment during the duration, Spectre can use Reality to exchange places of a given haunt.\r\n\r\nHaunt illusions are uncontrollable, take extra damage, and deal less damage than Spectre herself.  They move at 400 base movement speed and ignore terrain.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HAUNT DURATION: 5 / 6 / 7'}, {'name': 'HAUNT DAMAGE TAKEN', 'value': '200% / 200% / 200%'}, , ]};3;{'name': 'COOLDOWN', 'value': '180/150/120'};{'name': 'MANA COST', 'value': '150/200/250'}
266;{'name': 'Cold Feet', 'description': ''Places a frozen hex on an enemy unit that deals damage over time, but can be dispelled by moving away from the initial cast point.  If the enemy unit doesn't move outside of the given range, it will be stunned and frozen in place after 4 seconds.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE PER TICK: 30 / 50 / 70 / 90'}, {'name': 'BREAK DISTANCE', 'value': '715'}, {'name': 'STUN DURATION', 'value': '2 / 2.5 / 3 / 3.5'}, , ]};4;{'name': 'COOLDOWN', 'value': '10/9/8/7'};{'name': 'MANA COST', 'value': '125'}
267;{'name': 'Ice Vortex', 'description': 'Creates a vortex of icy energy that slows and increases magic damage done to enemies in its range.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 275 / 275 / 275 / 275'}, {'name': 'DURATION', 'value': '16'}, , ]};2;{'name': 'COOLDOWN', 'value': '4'};{'name': 'MANA COST', 'value': '40/60/80/100'}
268;{'name': 'Chilling Touch', 'description': ''Enhances Ancient Apparition's attack with increased range, heavy magic damage, and movement slow.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MOVEMENT SLOW: 100%'}, {'name': 'SLOW DURATION', 'value': '0.5'}, {'name': 'ATTACK RANGE BONUS', 'value': '60 / 120 / 180 / 240'}, , ]};7;{'name': 'COOLDOWN', 'value': '15/11/7/3'};{'name': 'MANA COST', 'value': '30/50/70/90'}
269;{'name': 'Ice Blast', 'description': ''Launches a tracer toward any location on the battlefield, which must be triggered again to mark the area to be blasted by a damaging explosion of hail. The further the tracer travels, the larger the explosion will be. Enemies caught in the explosion, or who touch the icy ball of hail as it travels, are Frostbitten, taking damage and prevented from regenerating or healing. If a Frostbitten unit's health drops below a certain percentage, they will instantly shatter.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '250 / 350 / 450FROSTBITTEN DURATION: 10 / 11 / 12'}, {'name': 'FROSTBITTEN DAMAGE PER SECOND', 'value': '12.5 / 20 / 32'}, , ]};2;{'name': 'COOLDOWN', 'value': '40'};{'name': 'MANA COST', 'value': '175'}
270;{'name': 'Devour', 'description': ''Consumes an enemy or neutral creep, acquiring any special abilities that it possessed. If autocast is deactivated, Doom will not acquire the creep's abilities. Provides bonus health regeneration for the duration of the spell. Duration is equal to the cooldown.'',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HEALTH REGEN: 3 / 8 / 13 / 18'}, {'name': 'CREEP MAX LEVEL', 'value': '4 / 5 / 6 / 6'}, , ]};7;{'name': 'COOLDOWN', 'value': '70'};{'name': 'MANA COST', 'value': '40/50/60/70'}
271;{'name': 'Scorched Earth', 'description': 'Carpets the nearby earth in flames which damage enemies, while also granting him increased movement speed.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 600 / 600 / 600 / 600'}, {'name': 'DURATION', 'value': '16'}, , ]};3;{'name': 'COOLDOWN', 'value': '50/45/40/35'};{'name': 'MANA COST', 'value': '60/65/70/75'}
272;{'name': 'Infernal Blade', 'description': ''Doom swings his burning sword, igniting the enemy. Stuns for 0.6 seconds and applies a 4 second burn that deals 16 + %burn_damage_pct%% of the target's Max HP as damage per second.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BASE BURN DAMAGE: 16 / 20 / 24 / 28'}, {'name': 'BURN DURATION', 'value': '4'}, {'name': 'STUN DURATION', 'value': '0.6'}, , ]};7;{'name': 'COOLDOWN', 'value': '16/12/8/4'};{'name': 'MANA COST', 'value': '40'}
273;{'name': 'Doom', 'description': 'Inflicts a curse that dispels an enemy Hero and prevents an them from casting spells or using items, while taking damage over time.\r\n\r\nDISPEL TYPE: Basic Dispel',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 16'}, , ]};4;{'name': 'COOLDOWN', 'value': '145'};{'name': 'MANA COST', 'value': '150/200/250'}
274;{'name': 'Earthshock', 'description': 'Ursa slams the earth, causing a powerful shock to damage and slow all enemy units in a nearby area for 4 seconds.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '75 / 125 / 175 / 225SLOW: 10% / 25% / 40% / 55%'}, , ]};3;{'name': 'COOLDOWN', 'value': '9/8/7/6'};{'name': 'MANA COST', 'value': '85'}
275;{'name': 'Overpower', 'description': 'Using his skill in combat, Ursa gains increased attack speed for a number of subsequent attacks.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ATTACKS: 4 / 5 / 6 / 7'}, {'name': 'BONUS ATTACK SPEED', 'value': '400 / 400 / 400 / 400'}, , ]};3;{'name': 'COOLDOWN', 'value': '16/14/12/10'};{'name': 'MANA COST', 'value': '75'}
276;{'name': 'Fury Swipes', 'description': ''Ursa's claws dig deeper wounds in the enemy, causing consecutive attacks to the same enemy to deal more damage.  If the same target is not attacked after %bonus_reset_time% seconds, the bonus damage is lost.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RESET TIME (ROSHAN): 10'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
277;{'name': 'Enrage', 'description': 'Ursa goes into a frenzy, multiplying his Fury Swipes damage and causing him to take 80% less damage. Removes any existing debuffs.\r\n\r\nDISPEL TYPE: Strong Dispel',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0FURY SWIPES MULTIPLIER: 1.4 / 1.7 / 2'}, {'name': 'DAMAGE REDUCTION', 'value': '80%'}, , ]};3;{'name': 'COOLDOWN', 'value': '70/50/30'};{'name': 'MANA COST', 'value': '0/0/0'}
278;{'name': 'Charge of Darkness', 'description': 'Spirit Breaker fixes his sight on an enemy unit and starts charging through all objects.  All enemy units passed through and the targeted unit will be hit by a Greater Bash.  If the targeted unit dies, Spirit Breaker will change his target to the nearest enemy unit to that location.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CHARGE BONUS SPEED: 300 / 325 / 350 / 375'}, {'name': 'STUN DURATION', 'value': '1.2 / 1.6 / 2 / 2.4'}, , ]};4;{'name': 'COOLDOWN', 'value': '17/15/13/11'};{'name': 'MANA COST', 'value': '70/80/90/100'}
279;{'name': 'Bulldoze', 'description': 'Spirit Breaker gains movement speed and status resistance to ram through enemies. Can be used while charging.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MOVEMENT SPEED: 14% / 20% / 26% / 32%'}, {'name': 'STATUS RESISTANCE', 'value': '34% / 46% / 58% / 70%'}, {'name': 'DURATION', 'value': '8'}, , ]};3;{'name': 'COOLDOWN', 'value': '22'};{'name': 'MANA COST', 'value': '30/40/50/60'}
280;{'name': 'Greater Bash', 'description': 'Gives a chance to stun and knockback an enemy unit on an attack. Deals a percentage of movement speed as damage.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0STUN DURATION: 0.9 / 1.2 / 1.5 / 1.8'}, {'name': 'KNOCKBACK DURATION', 'value': '0.5 / 0.5 / 0.5 / 0.5'}, , ]};1;{'name': 'COOLDOWN', 'value': '1.50'};{'name': 'MANA COST', 'value': '0/0/0/0'}
281;{'name': 'Nether Strike', 'description': 'Spirit Breaker slips into the nether realm, reappearing next to his hapless victim. Upon reappearing, a Greater Bash of the current level occurs and deals bonus damage. Knocks back for double the normal distance.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS DAMAGE: 100 / 175 / 250'}, , ]};4;{'name': 'COOLDOWN', 'value': '100/80/60'};{'name': 'MANA COST', 'value': '125/150/175'}
282;{'name': 'Rocket Barrage', 'description': 'Launches a salvo of rockets at nearby enemy units in a radius around the Gyrocopter.  Lasts %abilityduration% seconds.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400'}, {'name': 'ROCKETS PER SECOND', 'value': '10'}, , ]};3;{'name': 'COOLDOWN', 'value': '7/6.50/6/5.50'};{'name': 'MANA COST', 'value': '90'}
283;{'name': 'Homing Missile', 'description': 'Fires a homing missile to seek the targeted enemy unit. The missile gains speed over time, dealing damage and stunning when it impacts the target. Enemy units can destroy the missile before it reaches its target.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '100 / 175 / 250 / 325HITS TO DESTROY: 3'}, {'name': 'TOWER HITS TO DESTROY', 'value': '6'}, , ]};4;{'name': 'COOLDOWN', 'value': '26/21/16/11'};{'name': 'MANA COST', 'value': '120/130/140/150'}
284;{'name': 'Flak Cannon', 'description': ''Gyrocopter's attacks hit all enemy units in an area around it for a limited number of attacks.  Only the main target of attacks will receive attack bonuses such as Critical Strike.  Lasts %abilityduration% seconds or until the attacks are used.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 1250'}, , ]};3;{'name': 'COOLDOWN', 'value': '40'};{'name': 'MANA COST', 'value': '50/50/50/50'}
285;{'name': 'Call Down', 'description': 'Call down an aerial missile strike on enemy units in a target area. After 2 seconds, two missiles arrive in succession, with 2 seconds between them, the first dealing major damage and minor slow for 2 seconds the second dealing minor damage and major slow for 4 seconds.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MISSILE ONE DAMAGE: 150 / 250 / 350'}, {'name': 'MISSILE TWO DAMAGE', 'value': '100 / 150 / 200'}, {'name': 'MISSILE ONE SLOW', 'value': '30%'}, {'name': 'MISSILE TWO SLOW', 'value': '60%'}, {'name': 'RADIUS', 'value': '600'}, , ]};2;{'name': 'COOLDOWN', 'value': '55/50/45'};{'name': 'MANA COST', 'value': '125/125/125'}
286;{'name': 'Acid Spray', 'description': 'Sprays high-pressure acid across a target area. Enemy units who step across the contaminated terrain take damage per second and have their armor reduced.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 475 / 525 / 575 / 625'}, {'name': 'DURATION', 'value': '16'}, {'name': 'DAMAGE PER SECOND', 'value': '15 / 20 / 25 / 30'}, , ]};2;{'name': 'COOLDOWN', 'value': '22'};{'name': 'MANA COST', 'value': '130/140/150/160'}
287;{'name': 'Unstable Concoction', 'description': 'Alchemist brews up an unstable concoction that he can throw at an enemy hero, to stun and deal damage in an area around the explosion. The longer the concoction brews, the more damage it deals and the longer the stun. After 5 seconds, the brew reaches its maximum damage and stun time. However, after 5.5 seconds, the concoction will explode on Alchemist himself if not thrown.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MAX STUN: 1.75 / 2.5 / 3.25 / 4'}, {'name': 'EXPLOSION RADIUS', 'value': '200'}, , ]};3;{'name': 'COOLDOWN', 'value': '22/20/18/16'};{'name': 'MANA COST', 'value': '120'}
288;{'name': ''Greevil's Greed'', 'description': 'Alchemist synthesizes additional gold from his enemies and bounty runes. With each kill, Alchemist earns base bonus gold and extra bonus gold. If Alchemist kills another unit which yields gold within the next 40 seconds, an additional instance of Extra Bonus Gold is added to the total. Additionally, causes bounty runes to yield more gold.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RECENT KILL WINDOW: 40'}, {'name': 'BASE BONUS GOLD', 'value': '4'}, {'name': 'EXTRA BONUS GOLD', 'value': '3'}, {'name': 'MAX BONUS GOLD PER KILL', 'value': '20 / 24 / 28 / 32'}, {'name': 'BOUNTY RUNE MULTIPLIER', 'value': '2 / 2.5 / 3 / 3.5'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
289;{'name': 'Chemical Rage', 'description': 'Alchemist causes his Ogre to enter a chemically induced rage, reducing base attack cooldown and increasing movement speed and health regeneration.\r\n\r\nDISPEL TYPE: Basic Dispel',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 25'}, , ]};3;{'name': 'COOLDOWN', 'value': '55'};{'name': 'MANA COST', 'value': '50/100/150'}
290;{'name': 'Quas', 'description': 'Allows manipulation of ice elements. Each Quas instance provides increased health regeneration.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HP REGEN PER INSTANCE: 1 / 3 / 5 / 7 / 9 / 11 / 13'}]};3;feels_bad_man;feels_bad_man
291;{'name': 'Wex', 'description': 'Allows manipulation of storm elements. Each Wex instance provides increased attack speed and movement speed.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ATTACK SPEED PER INSTANCE: 2 / 4 / 6 / 8 / 10 / 12 / 14'}, {'name': 'MOVE SPEED PER INSTANCE', 'value': '1% / 2% / 3% / 4% / 5% / 6% / 7%'}]};3;feels_bad_man;feels_bad_man
292;{'name': 'Exort', 'description': 'Allows manipulation of fire elements. Each Exort instance provides increased attack damage.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE PER INSTANCE: 2 / 6 / 10 / 14 / 18 / 22 / 26'}]};3;feels_bad_man;feels_bad_man
293;{'name': 'Arcane Curse', 'description': 'Curses the target area, causing enemy heroes to take damage and slowing their movement speed. Anytime affected enemies cast a spell, the duration is increased.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 425'}, {'name': 'BASE DURATION', 'value': '6'}, {'name': 'PENALTY DURATION', 'value': '5'}, {'name': 'MOVEMENT SLOW', 'value': '9% / 12% / 15% / 18%'}, , ]};2;{'name': 'COOLDOWN', 'value': '20/18/16/14'};{'name': 'MANA COST', 'value': '125/130/135/140'}
294;{'name': 'Glaives of Wisdom', 'description': ''Silencer enchants his glaives with his wisdom, dealing additional damage based on his Intelligence. Silencer temporarily steals his target's Intelligence with each hit.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0INT STEAL: 1 / 1 / 2 / 3'}, {'name': 'INT STEAL DURATION', 'value': '10 / 20 / 30 / 40'}, ]};7;feels_bad_man;{'name': 'MANA COST', 'value': '15'}
295;{'name': 'Last Word', 'description': 'Enchants a target, causing them to be damaged and silenced if they cast a spell or if the enchantment timer expires. Deals extra damage based on the difference in intelligence between Silencer and the target.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BASE DAMAGE: 80 / 120 / 160 / 200'}, {'name': 'INT MULTIPLIER', 'value': '1.5 / 2 / 2.5 / 3'}, {'name': 'ENEMY CAST TIMER', 'value': '4'}, {'name': 'SILENCE DURATION', 'value': '3 / 4 / 5 / 6'}, , ]};4;{'name': 'COOLDOWN', 'value': '22/18/14/10'};{'name': 'MANA COST', 'value': '115'}
296;{'name': 'Global Silence', 'description': 'Silencer stops all sound, preventing enemy heroes and units on the map from casting spells.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, , ]};3;{'name': 'COOLDOWN', 'value': '130'};{'name': 'MANA COST', 'value': '300/450/600'}
297;{'name': 'Arcane Orb', 'description': ''Adds extra pure damage to Outworld Devourer's attacks, based on his remaining mana pool. Costs a percentage of his current mana to cast.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, ]};7;feels_bad_man;{'name': 'MANA COST', 'value': '110/140/170/200'}
298;{'name': 'Astral Imprisonment', 'description': ''Places a target unit into an astral prison. The hidden unit is invulnerable and disabled. When the astral prison implodes, it deals damage to the target and nearby enemies with 400 range. Gains a Sanity's Eclipse charge.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 4'}, {'name': 'RADIUS', 'value': '400'}, , ]};4;{'name': 'COOLDOWN', 'value': '24/20/16/12'};{'name': 'MANA COST', 'value': '140/160/180/200'}
299;{'name': 'Essence Flux', 'description': 'Passively grants you a chance to restore a percentage of your max mana each time you cast an ability. When activated, causes all abilities to slow enemies when they deal damage.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CHANCE: 25%'}, {'name': 'MAX MANA RESTORE', 'value': '20% / 30% / 40% / 50%'}, {'name': 'SLOW DURATION', 'value': '1.75'}, {'name': 'BUFF DURATION', 'value': '6'}, , ]};3;{'name': 'COOLDOWN', 'value': '25'};{'name': 'MANA COST', 'value': '50'}
